,DAILY_ENTRIES,PREV_ENTRIES,ENTRIES,Stop Name,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Station ID,Complex ID,GTFS Stop ID,Division,Line,Borough,Daytime Routes,Structure,Latitude,Longitude
335,73460.0,45299228.0,45372688,sutter av,133,133,133,133,133,133,133,133,134,134,L25,BMT,Canarsie,Bk,L,Elevated,40.669367,-73.901975
336,1909767.0,116771293363.0,116773097598,times sq - 42 st,10,10,10,10,10,10,10,10,11,611,R16,BMT,Broadway - Brighton,M,N Q R W,Subway,40.754672,-73.986754
337,1909767.0,116771293363.0,116773097598,times sq - 42 st,318,318,318,318,318,318,318,318,317,611,127,IRT,Broadway - 7Av,M,1 2 3,Subway,40.75529,-73.987495
338,1909767.0,116771293363.0,116773097598,times sq - 42 st,469,469,469,469,469,469,469,469,467,611,725,IRT,Flushing,M,7,Subway,40.755477,-73.987691
339,1909767.0,116771293363.0,116773097598,times sq - 42 st,470,470,470,470,470,470,470,470,468,611,902,IRT,Lexington - Shuttle,M,S,Subway,40.755983,-73.98622900000002
340,14547.0,190880101.0,190894648,tompkinsville,477,477,477,477,477,477,477,477,502,502,S30,SIR,Staten Island,SI,SIR,At Grade,40.636949,-74.074835
341,169843.0,4409019784.0,4509419568,tremont av,216,216,216,216,216,216,216,216,215,215,D07,IND,Concourse,Bx,B D,Subway,40.85041,-73.905227
342,111768.0,492815318.0,492927086,union st,27,27,27,27,27,27,27,27,28,28,R32,BMT,4th Av,Bk,R,Subway,40.677316,-73.98311
343,303574.0,4008134230.0,4008437804,utica av,181,181,181,181,181,181,181,181,181,181,A48,IND,8th Av - Fulton St,Bk,A C,Subway,40.679364,-73.930729
344,93844.0,555570527.0,555664371,van siclen av,89,89,89,89,89,89,89,89,90,90,J23,BMT,Jamaica,Bk,J Z,Elevated,40.678024,-73.891688
345,93844.0,555570527.0,555664371,van siclen av,186,186,186,186,186,186,186,186,186,186,A53,IND,8th Av - Fulton St,Bk,C,Subway,40.672709999999995,-73.89035799999998
346,93844.0,555570527.0,555664371,van siclen av,352,352,352,352,352,352,352,352,351,351,256,IRT,Eastern Pky,Bk,3,Elevated,40.665449,-73.889395
347,56128.0,228688403.0,228744531,w 8 st - ny aquarium,56,56,56,56,56,56,56,56,57,57,D42,BMT,Broadway - Brighton,Bk,F Q,Elevated,40.576127,-73.975939
348,710034.0,12860441974.0,12861152008,wall st,334,334,334,334,334,334,334,334,333,333,230,IRT,Clark St,M,2 3,Subway,40.70682100000001,-74.0091
349,710034.0,12860441974.0,12861152008,wall st,414,414,414,414,414,414,414,414,413,413,419,IRT,Lexington Av,M,4 5,Subway,40.707557,-74.011862
350,31619.0,151464287.0,151495906,whitlock av,371,371,371,371,371,371,371,371,370,370,612,IRT,Pelham,Bx,6,Elevated,40.826525,-73.88628299999998
351,84624.0,356455649.0,356540273,wilson av,129,129,129,129,129,129,129,129,130,130,L20,BMT,Canarsie,Bk,L,Subway,40.688764,-73.904046
352,122649.0,521140694.0,521263343,winthrop st,356,356,356,356,356,356,356,356,355,355,243,IRT,Nostrand,Bk,2 5,Subway,40.656652,-73.9502
353,459512.0,1910446916.0,1910906428,woodhaven blvd,82,82,82,82,82,82,82,82,83,83,J15,BMT,Jamaica,Q,J Z,Elevated,40.693878999999995,-73.851576
354,459512.0,1910446916.0,1910906428,woodhaven blvd,265,265,265,265,265,265,265,265,264,264,G11,IND,Queens Blvd,Q,M R,Subway,40.733106,-73.869229
355,130960.0,654980360.0,655111320,woodlawn,379,379,379,379,379,379,379,379,378,378,401,IRT,Jerome Av,Bx,4,Elevated,40.886037,-73.878751
356,211524.0,783794410.0,784005934,york st,236,236,236,236,236,236,236,236,235,235,F18,IND,6th Av - Culver,Bk,F,Subway,40.701397,-73.986751
357,45545.0,1089164519.0,1089210064,zerega av,365,365,365,365,365,365,365,365,364,364,606,IRT,Pelham,Bx,6,Elevated,40.836488,-73.847036
